paper_id,section,para_idx,sent_start,sent_end,claim_text,receipt_sentence,is_claim,is_atomic,receipt_ok,notes
2212.11765,Evaluation of Predicted ESG Rating,-1,-1,-1,the proposed models perform slightly better in 2018 and 2019,"Generally, looking at the mean absolute difference to the Asset4 ESG ratings, the proposed models perform slightly better in 2018 and 2019, with mean difference values ranging from 11.85 to 15.91 compared to values between 13.04 to 16.44 in 2020.",,,,
2212.11874,Abstract,-1,-1,-1,"this evolution will increase the network reliability, also allowing for a fine trade-off between robustness and maximum capacity exploitation","In addition to the advantages in terms of efficiency and cost reduction, this evolution will increase the network reliability, also allowing for a fine trade-off between robustness and maximum capacity exploitation",,,,
2212.11802,Abstract,-1,-1,-1,viscoelastic fluids may break time-reversal symmetry at low Reynolds numbers resulting in elastic turbulence,"Unlike Newtonian fluids, viscoelastic fluids may break time-reversal symmetry at low Reynolds numbers resulting in elastic turbulence",,,,
2212.11803,Abstract,-1,-1,-1,EuclidNet is aligned with matrix multiplication,We show that EuclidNet is aligned with matrix multiplication and it can be used as a measure of similarity in case of convolutional layers.,,,,
2212.11808,Preliminary Results,-1,-1,-1,For our research outside of the paper we have an out of distribution pure human text data set as 88% accurate,For our research outside of the paper we have an out of distribution pure human text data set as 88% accurate as the 1st row in the table,,,,
2212.11803,Conclusion,-1,-1,-1,Training using the homotopy method sometimes surpass regular convolution accuracy,The homotopy method further improves training in such scenarios and training using this method sometimes surpass regular convolution accuracy.,,,,
2212.11886,Abstract,-1,-1,-1,The statistics of a fully developed turbulent flow can be reconstructed with a set of unstable periodic orbits (UPOs),"In doing so, we provide the first compelling evidence that the statistics of a fully developed turbulent flow can be reconstructed with a set of unstable periodic orbits (UPOs)",,,,
2212.11813,Conclusions,-1,-1,-1,The current version of the tool implements four techniques of geometrical representation of the field,"The current version of the tool implements four techniques of geometrical representation of the field (lines, ribbons, tubes, surface), although more options can be added in the future due to modular design of the renderer code.",,,,
2212.11886,Abstract,-1,-1,-1,These can be used to reproduce a variety of statistical quantities after `learning' weights for each periodic orbit by fitting to one statistic only,These can be used to reproduce a variety of statistical quantities after `learning' weights for each periodic orbit by fitting to one statistic only,,,,
2212.11886,Conclusion,-1,-1,-1,The library of UPOs assembled covers nearly the full range of production and dissipation events seen by the fully turbulent state,The library of UPOs assembled at {{formula:f315c96f-ba55-4b67-8c47-b348c2f1c0a9}}  covers nearly the full range of production and dissipation events seen by the fully turbulent state,,,,
2212.11784,Conclusions,-1,-1,-1,"we provide quantitative analogues Moggi's monad transformers for exceptions, resumption, reader, and writer","In addition to these general results, we provide quantitative analogues Moggi's monad transformers for exceptions, resumption, reader, and writer",,,,
2212.11849,Conclusions,-1,-1,-1,mixing a single or even half precision function evaluation with the double precision corrections allows an accurate and convergent simulation at significant runtime savings,"Our results demonstrate that mixing a single or even half precision function evaluation with the double precision corrections allows an accurate and convergent simulation at significant runtime savings, whereas the corresponding single or half precision codes are unstable.",,,,
2212.11886,Conclusion,-1,-1,-1,The method performs well when initialised with random initial conditions,"Moreover, the approach performs well when initialised with random initial conditions, and does not suffer from the restrictions of past search techniques (e.g. the need for a near recurrence)",,,,
2212.11809,Discussion,-1,-1,-1,multi-step solvability does not solely depend on a singular single-step factor and should not be reduced to a singular top-k single-step metric,"Hence, multi-step solvability does not solely depend on a singular single-step factor and should not be reduced to a singular top-k single-step metric.",,,,
2212.11770,Conclusion,-1,-1,-1,We demonstrate state-of-the-art results against several baselines on simulated and real experiments,We demonstrate state-of-the-art results against several baselines on simulated and real experiments covering different office and construction indoor environments.,,,,
2212.11770,Results and Discussion,-1,-1,-1,S-Graphs+ is able to improve the results of the two odometries,"It can also be seen in Table. REF  how S-Graphs+ has been run using two odometry methods, VGICP and FLOAM, and how it is able to improve the results of the two odometries.",,,,
2212.11791,Abstract,-1,-1,-1,The proposed method enables RNN-based language models to run on edge devices with $2	imes$ improvement in runtime,"The proposed method enables RNN-based language models to run on edge devices with $2	imes$ improvement in runtime, and $4	imes$ reduction in model size while maintaining similar accuracy as its full-precision counterpart.",,,,
2212.11772,Conclusion,-1,-1,-1,our model can get more accurate predictions after adjusting fusion representations,"Additionally, qualitative analysis proves our model can revise sentiment intensity properly by taking audio modality information into account, and it can get more accurate predictions after adjusting fusion representations",,,,
2212.11849,Conclusions,-1,-1,-1,the mixed precision Runge-Kutta methods display the expected perturbation order,"The results presented confirm that the mixed precision Runge-Kutta methods display the expected perturbation order, and that the explicit corrections do, as designed, improve the perturbation order.",,,,
2212.11765,Evaluation of Predicted ESG Rating,-1,-1,-1,the proposed deep CNN regression model including three convolutional blocks outperforms all others with respect to a lower mean absolute difference,"When comparing all models based on the mean absolute difference, the best performing model is the proposed deep CNN regression model including three convolutional blocks. This model outperforms all others with respect to a lower mean absolute difference, a lower standard and low maximum deviation.",,,,
2212.11808,Experiment: Models issues and weaknesses,-1,-1,-1,The individually captioned data set was 2.2% accurate for human detection and 100% accurate for Alpha/Epsilon mutation,"The individually captioned data set was 2.2% accurate for human detection and 100% accurate for Alpha/Epsilon mutation, while the grouped captioned data set was 55.7% accurate for human detection and 100% for Alpha/Epsilon mutation",,,,
2212.11849,Abstract,-1,-1,-1,suitably chosen MP-ARK methods may provide significant reductions in runtime,"We show that for a given level of accuracy, suitably chosen MP-ARK methods may provide significant reductions in runtime.",,,,
2212.11770,Abstract,-1,-1,-1,S-Graphs+ outperforms relevant baselines in the majority of the datasets,S-Graphs+ outperforms relevant baselines in the majority of the datasets while extending the robot situational awareness by a four-layered scene model.,,,,
2212.11765,Abstract,-1,-1,-1,our approach provides accurate results outperforming the state-of-the-art,"Through the experimental evaluation we find out that our approach provides accurate results outperforming the state-of-the-art, and can be used in practice to support a manual determination or analysis of ESG ratings.",,,,
2212.11772,Conclusion,-1,-1,-1,our model can revise sentiment intensity properly by taking audio modality information into account,"Additionally, qualitative analysis proves our model can revise sentiment intensity properly by taking audio modality information into account, and it can get more accurate predictions after adjusting fusion representations",,,,
2212.11849,Conclusions,-1,-1,-1,the mixed precision Runge-Kutta approach may provide significant to dramatic savings in runtime,"The numerical efficiency studies showed that the mixed precision Runge-Kutta approach may provide significant to dramatic savings in runtime, depending on the problem.",,,,
2212.11863,Abstract,-1,-1,-1,Laser cooling is still found to work efficiently as the ion samples different magnetic field strengths and directions along its trajectory,"Nonetheless, laser cooling is still found to work efficiently as the ion samples different magnetic field strengths and directions along its trajectory",,,,
2212.11849,Conclusions,-1,-1,-1,the corrections may harm the performance of the method for large enough time-steps,"However, for large enough time-steps the corrections may in fact harm the performance of the method.",,,,
2212.11809,Abstract,-1,-1,-1,"models designed for single-step retrosynthesis, when extended to multi-step, can have a tremendous impact on the route finding capabilities of current multi-step methods, improving performance by up to +30% compared to the most widely used model","In this work, we establish a bridge between both tasks by benchmarking the performance and transfer of different single-step retrosynthesis models to the multi-step domain by leveraging two common search algorithms, Monte Carlo Tree Search and Retro*. We show that models designed for single-step retrosynthesis, when extended to multi-step, can have a tremendous impact on the route finding capabilities of current multi-step methods, improving performance by up to +30% compared to the most widely used model.",,,,
2212.11831,Conclusions,-1,-1,-1,Such overlap integrals can in principle be computed analytically from the set of basis function expansion coefficients for the orbitals,Such overlap integrals can in principle be computed analytically from the set of basis function expansion coefficients for the orbitals.,,,,
2212.11772,Conclusion,-1,-1,-1,the SA-FRLM has significantly improved the performance on the unaligned text and audio sequences,The experiment results on the CMU-MOSI and CMU-MOSEI datasets show that the SA-FRLM has significantly improved the performance on the unaligned text and audio sequences,,,,
2212.11809,Discussion,-1,-1,-1,LocalRetro has outstanding solvability and provides the most solved routes per molecule across all multi-step retrosynthesis planning experiments,"The generally best performing model is LocalRetro, which has outstanding solvability and provides the most solved routes per molecule across all multi-step retrosynthesis planning experiments, continually outperforming all other methods.",,,,
2212.11863,Conclusion,-1,-1,-1,The laser cooling efficiency was found to markedly deteriorate but can be recovered by employing additional cooling laser beams,"In this scenario, the ion motion assumes cyclotron-like components, and the laser cooling efficiency was found to markedly deteriorate but can be recovered by employing additional cooling laser beams",,,,
2212.11849,Conclusions,-1,-1,-1,mixing quad with double precision improves the runtime of the method by up to two orders of magnitude without adversely impacting the accuracy,whereas the mixing of quad with double precision is a reliable way to significantly improve the runtime of the method – by up to two orders of magnitude! – without adversely impacting the accuracy of the method.,,,,
2212.11809,Discussion,-1,-1,-1,Chemformer finds a comparatively low number of solved routes per molecule despite having the second highest solvability,"Though Chemformer shows the highest top-1 accuracy, in multi-step experiments, it finds a comparatively low number of solved routes per molecule despite having the second highest solvability.",,,,
2212.11770,Results and Discussion,-1,-1,-1,The precision is slightly higher for S-Graphs+,Fig. REF  presents the precision/recall of the room detection in S-Graphs+ (the method described in Section REF ) and the one in S-Graphs. Note how the precision is slightly higher for S-Graphs+.,,,,
2212.11803,Abstract,-1,-1,-1,EuclidNet can be used as a measure of similarity in case of convolutional layers,We show that EuclidNet is aligned with matrix multiplication and it can be used as a measure of similarity in case of convolutional layers.,,,,
2212.11808,Experiments results & analysis,-1,-1,-1,If we were to remove the lowest performing operator we would in fact have 95% accuracy for the 1st run and 97% accuracy for the 2nd,"Besides the weakest operators, the other operators were all above 95%, much better than the original neural network, If we were to remove the lowest performing operator we would in fact have 95% accuracy for the 1st run and 97% accuracy for the 2nd",,,,
2212.11826,Experimental evaluation of the Quantum Path Kernel in classifying Gaussian XOR Mixtures,-1,-1,-1,"Theoretical evidence has shown that kernel methods, in particular those with random features, struggle to accurately classify XOR data vector mixtures","Theoretical evidence has shown that kernel methods, in particular those with random features, struggle to accurately classify XOR data vector mixtures {{cite:1678be9f29f89ccf921e7dad1b58e8b3affe0024}}.",,,,
2212.11850,Evaluation of Different Covert Channel Configurations,-1,-1,-1,"We found that the compressibility score performed no different than before, still producing overlapping -values.","We found that the compressibility score performed no different than before, still producing overlapping {{formula:d41a0c3c-e615-4c82-b625-56a91e90e2b0}} -values.",,,,
2212.11809,Discussion,-1,-1,-1,single-step models may not reach their full potential in search algorithms due to slow inference times,"As such, single-step models may not reach their full potential in search algorithms due to slow inference times.",,,,
2212.11850,Conclusion,-1,-1,-1,Our implementations' robustness increases with confining potential race conditions for data packets.,Our implementations' robustness increases with confining potential race conditions for data packets.,,,,
2212.11826,Abstract,-1,-1,-1,"The Quantum Path Kernel exploits the parameter trajectory, i.e. the curve delineated by model parameters as they evolve during training, enabling the representation of the formation of hierarchical parametric dependencies","The Quantum Path Kernel exploits the parameter trajectory, i.e. the curve delineated by model parameters as they evolve during training, enabling the representation of differential layer-wise convergence behaviors, or the formation of hierarchical parametric dependencies, in terms of their manifestation in the gradient space of the predictor function.",,,,
2212.11808,Experiments results & analysis,-1,-1,-1,The total overall detector accuracy of the second run was 88%,The results were a slightly lower; total overall detector accuracy of  88% with 2490 texts being tested,,,,
2212.11886,Abstract,-1,-1,-1,"Scores of new solutions are found with short periods in turbulent, two-dimensional Kolmogorov flow","Scores of new solutions are found with short periods in turbulent, two-dimensional Kolmogorov flow",,,,
