paper_id,section,para_idx,sent_start,sent_end,claim_text,receipt_sentence,is_claim,is_atomic,receipt_ok,notes
2212.11809,Conclusion,28,1001,1130,"Overall, we show there is no easy transfer of single-step retrosynthesis models to the multi-step retrosynthesis planning domain.","Overall, we show there is no easy transfer of single-step retrosynthesis models to the multi-step retrosynthesis planning domain.",,,,
2212.11784,Abstract,-1,567,765,"As our main result, we show that the sum and tensor of two quantitative equational theories correspond to the categorical sum (i.e., coproduct) and tensor, respectively, of their effects qua monads.","As our main result, we show that the sum and tensor of two quantitative equational theories correspond to the categorical sum (i.e., coproduct) and tensor, respectively, of their effects qua monads.",,,,
2212.11809,Discussion,19,814,981,"We show that the exchange of the single-step model alone can improve solvability by +30.0%, reaching 80.6%, and triple the number of solved routes per molecule to 151.","We show that the exchange of the single-step model alone can improve solvability by +30.0%, reaching 80.6%, and triple the number of solved routes per molecule to 151.",,,,
2212.11765,Conclusion,65,1065,1157,We observe also better performance of the models on small cap companies than on larger ones.,We observe also better performance of the models on small cap companies than on larger ones.,,,,
2212.11774,Evaluation,77,385,478,"In comparison to BugLocator, DNNLoc achieves significant improvement on Top 1 and 5 accuracy.","In comparison to BugLocator, DNNLoc achieves significant improvement on Top 1 and 5 accuracy.",,,,
2212.11849,Abstract,-1,713,834,"We show that for a given level of accuracy, suitably chosen MP-ARK methods may provide significant reductions in runtime.","We show that for a given level of accuracy, suitably chosen MP-ARK methods may provide significant reductions in runtime.",,,,
2212.11774,Evaluation,65,0,91,"Initially, D&C is compared against each of the studied state-of-the-art tools individually.","Initially, D&C is compared against each of the studied state-of-the-art tools individually.",,,,
2212.11809,Conclusion,30,0,201,"To summarize, we show that single-step models should be developed and tested for the multi-step domain, and not as an isolated task, to successfully identify synthesis routes for molecules of interest.","To summarize, we show that single-step models should be developed and tested for the multi-step domain, and not as an isolated task, to successfully identify synthesis routes for molecules of interest.",,,,
2212.11826,Experimental evaluation of the Quantum Path Kernel in classifying Gaussian XOR Mixtures,42,547,657,"Finally, we compare the performances of the QNTK and QPK approaches in terms of testing and training accuracy.","Finally, we compare the performances of the QNTK and QPK approaches in terms of testing and training accuracy.",,,,
2212.11765,Evaluation of Predicted ESG Rating,59,0,227,"Additionally to the best performing deep CNN, the basic CNN and the deep Transformer regression model, which show promising performance in 2020 too, the basic CNN classification model outperforms all baselines in 2018 and 2019.","Additionally to the best performing deep CNN, the basic CNN and the deep Transformer regression model, which show promising performance in 2020 too, the basic CNN classification model outperforms all baselines in 2018 and 2019.",,,,
2212.11809,Discussion,19,0,194,"We show that a single-step retrosynthesis model can tremendously impact multi-step retrosynthesis planning, influencing the ability to solve products and successfully produce multiple solutions.","We show that a single-step retrosynthesis model can tremendously impact multi-step retrosynthesis planning, influencing the ability to solve products and successfully produce multiple solutions.",,,,
2212.11774,Evaluation,28,110,223,"It is observed that on three out of four projects, BLUiR outperforms BugLocator by a great margin on all metrics.","It is observed that on three out of four projects, BLUiR outperforms BugLocator by a great margin on all metrics.",,,,
2212.11765,Evaluation of Predicted ESG Rating,57,171,298,"This model outperforms all others with respect to a lower mean absolute difference, a lower standard and low maximum deviation.","This model outperforms all others with respect to a lower mean absolute difference, a lower standard and low maximum deviation.",,,,
2212.11774,Evaluation,65,426,604,Meaning that the performance of the state-of-the-art tools is compared against those of D&C for each individual project in the dataset (having D&C trained on the entire dataset).,Meaning that the performance of the state-of-the-art tools is compared against those of D&C for each individual project in the dataset (having D&C trained on the entire dataset).,,,,
2212.11774,Evaluation,105,369,526,"Interestingly, PRFL not only improves AWE.","Interestingly, PRFL not only improves AWE and the Recall at Top N, but it provides the biggest improvement when combined with the best performing techniques.",,,,
2212.11803,Abstract,-1,749,943,"Furthermore, we show that under various transformations and noise scenarios, EuclidNet exhibits the same performance compared to the deep learning models designed with multiplication operations.","Furthermore, we show that under various transformations and noise scenarios, EuclidNet exhibits the same performance compared to the deep learning models designed with multiplication operations.",,,,
2212.11774,Evaluation,51,0,258,"BLUiR {{cite:e884e185c4edc54edbd1cac0ea9053e48c859b94}}, the CNN outperforms the other techniques in every metric.","Finally, comparing the performance of the CNN to that of IR techniques, such as BugLocator{{cite:3dd5d4b0f797256b87d655b600cee5f2cb358584}} and BLUiR {{cite:e884e185c4edc54edbd1cac0ea9053e48c859b94}}, the CNN outperforms the other techniques in every metric.",,,,
2212.11790,Conclusion,46,431,628,Empirical studies show that NCL consistently reduces the normalization errors and brings significant gains in state-of-the-art text-video retrieval performance without any architecture engineering.,Empirical studies show that NCL consistently reduces the normalization errors and brings significant gains in state-of-the-art text-video retrieval performance without any architecture engineering.,,,,
2212.11773,Abstract,-1,0,177,We present a nonadiabatic classical-trajectory approach that offers the best of both worlds between fewest-switches surface hopping (FSSH) and quasiclassical mapping dynamics.,We present a nonadiabatic classical-trajectory approach that offers the best of both worlds between fewest-switches surface hopping (FSSH) and quasiclassical mapping dynamics.,,,,
2212.11790,Experiments,36,0,292,the size of the query queue on NCL's text-video retrieval performance (sec:effectofnormalization).,Compare NCL to state-of-the-art models in text-video retrieval using different model architectures (sec:comparisonsota) Analyze the effects of the proposed test time normalization method and the size of the query queue on NCL's text-video retrieval performance (sec:effectofnormalization),,,,
2212.11774,Evaluation,106,519,692,"For example, the Op2 technique {{cite:43fb2f0b2ab4ec34e9a97741dd58264d62618f0c}} which outperforms all other techniques on single-faults, performs the worst on multi-faults.","For example, the Op2 technique {{cite:43fb2f0b2ab4ec34e9a97741dd58264d62618f0c}} which outperforms all other techniques on single-faults, performs the worst on multi-faults.",,,,
2212.11826,Results,56,109,192,"For this, we evaluate test accuracy score for the QPK.","For this, we evaluate test accuracy score for the QPK and QNTK, against the oracle.",,,,
2212.11809,Abstract,-1,674,925,"In this work, we establish a bridge between both tasks by benchmarking the performance and transfer of different single-step retrosynthesis models to the multi-step domain by leveraging two common search algorithms, Monte Carlo Tree Search and Retro*.","In this work, we establish a bridge between both tasks by benchmarking the performance and transfer of different single-step retrosynthesis models to the multi-step domain by leveraging two common search algorithms, Monte Carlo Tree Search and Retro*.",,,,
2212.11809,Conclusion,28,107,349,"By extending current state-of-the-art single-step models to the multi-step domain, we find no clear relationship between the single-step and multi-step benchmarking metrics, in particular single-step top-k accuracy and multi-step solvability.","By extending current state-of-the-art single-step models to the multi-step domain, we find no clear relationship between the single-step and multi-step benchmarking metrics, in particular single-step top-k accuracy and multi-step solvability.",,,,
2212.11808,Abstract,-1,472,650,We showed examples of mutation operators but this work can be extended in many aspects such as proposing new text-based mutation operators based on the nature of the application.,We showed examples of mutation operators but this work can be extended in many aspects such as proposing new text-based mutation operators based on the nature of the application.,,,,
2212.11791,Abstract,-1,756,935,"Our approach supports layer normalization, attention, and an adaptive piecewise linear (PWL) approximation of activation functions, to serve a wide range of state-of-the-art RNNs.","Our approach supports layer normalization, attention, and an adaptive piecewise linear (PWL) approximation of activation functions, to serve a wide range of state-of-the-art RNNs.",,,,
2212.11849,Conclusions,128,168,441,"Our results demonstrate that mixing a single or even half precision function evaluation with the double precision corrections allows an accurate and convergent simulation at significant runtime savings, whereas the corresponding single or half precision codes are unstable.","Our results demonstrate that mixing a single or even half precision function evaluation with the double precision corrections allows an accurate and convergent simulation at significant runtime savings, whereas the corresponding single or half precision codes are unstable.",,,,
2212.11774,Evaluation,77,687,808,DNNLoc outperforms the Naive Bayes.,DNNLoc outperforms the Naive Bayes and the Learn to rank approach as well due to some inherent weakness of those methods.,,,,
2212.11770,Conclusion,64,0,186,"In this work we present S-Graphs+, a novel four-layered hierarchical factor graph composed of A keyframes layer constraining a sub-set of robot poses at specific distance-time intervals.","In this work we present S-Graphs+, a novel four-layered hierarchical factor graph composed of A keyframes layer constraining a sub-set of robot poses at specific distance-time intervals.",,,,
2212.11809,Abstract,-1,1186,1461,"Furthermore, we observe no clear link between contemporary single-step and multi-step evaluation metrics, showing that single-step models need to be developed and tested for the multi-step domain and not as an isolated task to find synthesis routes for molecules of interest.","Furthermore, we observe no clear link between contemporary single-step and multi-step evaluation metrics, showing that single-step models need to be developed and tested for the multi-step domain and not as an isolated task to find synthesis routes for molecules of interest.",,,,
2212.11790,Experiments,36,0,292,Compare NCL to state-of-the-art models in text-video retrieval using different model architectures (sec:comparisonsota) Analyze the effects of the proposed test time normalization method.,Compare NCL to state-of-the-art models in text-video retrieval using different model architectures (sec:comparisonsota) Analyze the effects of the proposed test time normalization method and the size of the query queue on NCL's text-video retrieval performance (sec:effectofnormalization),,,,
