paper_id,section,para_idx,sent_start,sent_end,claim_text,receipt_sentence,is_claim,is_atomic,receipt_ok,notes
2212.11765,Conclusion,65,280,439,The first and the second step leverage two different BERT models to classify the articles with respect to their ESG relevance and to determine their sentiment.,The first and the second step leverage two different BERT models to classify the articles with respect to their ESG relevance and to determine their sentiment.,,,,
2212.11813,Conclusions,19,131,359,"The current version of the tool implements four techniques of geometrical representation of the field (lines, ribbons, tubes, surface), although more options can be added in the future due to modular design of the renderer code.","The current version of the tool implements four techniques of geometrical representation of the field (lines, ribbons, tubes, surface), although more options can be added in the future due to modular design of the renderer code.",,,,
2212.11808,Abstract,-1,369,471,"Unlike machine-based generated text, mutation-based generated text needs human text samples as inputs.","Unlike machine-based generated text, mutation-based generated text needs human text samples as inputs.",,,,
2212.11850,Abstract,-1,0,205,"Covert channels are unforeseen and stealthy communication channels that enable manifold adversary scenarios, such as the covert exfiltration of confidential data or the stealthy orchestration of botnets.","Covert channels are unforeseen and stealthy communication channels that enable manifold adversary scenarios, such as the covert exfiltration of confidential data or the stealthy orchestration of botnets.",,,,
2212.11863,Conclusion,35,390,626,Laser cooling of a single cold ion was found to work efficiently in the hybrid trap with laser parameters commonly used for the Doppler cooling of trapped ions in the absence of a {{formula:3998a51c-a599-4afb-b006-355e0de399e4}} -field.,Laser cooling of a single cold ion was found to work efficiently in the hybrid trap with laser parameters commonly used for the Doppler cooling of trapped ions in the absence of a {{formula:3998a51c-a599-4afb-b006-355e0de399e4}} -field.,,,,
2212.11791,Abstract,-1,756,935,"Our approach supports layer normalization, attention, and an adaptive piecewise linear (PWL) approximation of activation functions, to serve a wide range of state-of-the-art RNNs.","Our approach supports layer normalization, attention, and an adaptive piecewise linear (PWL) approximation of activation functions, to serve a wide range of state-of-the-art RNNs.",,,,
2212.11808,"Discussions, Conclusions and Future Directions",55,1099,1431,"Some potentially useful methods might include using contrastive learning and siamese network {{cite:fd495ae8be60d1b9bde1b172634b54ee2c481792}}, {{cite:1fdd30921a5e2bf954c9a9ae01c99806b7d54b24}} as well as dynamic feature alignment {{cite:186b29acf5b4e9381888b7a505c4da6c230a4bd9}}, {{cite:5c921964c423b952f4c9c57d63edc05d6be723ff}}.","Some potentially useful methods might include using contrastive learning and siamese network {{cite:fd495ae8be60d1b9bde1b172634b54ee2c481792}}, {{cite:1fdd30921a5e2bf954c9a9ae01c99806b7d54b24}} as well as dynamic feature alignment {{cite:186b29acf5b4e9381888b7a505c4da6c230a4bd9}}, {{cite:5c921964c423b952f4c9c57d63edc05d6be723ff}}.",,,,
2212.11791,Abstract,-1,0,88,Recurrent neural networks (RNN) are the backbone of many text and speech applications.,Recurrent neural networks (RNN) are the backbone of many text and speech applications.,,,,
2212.11773,Conclusions,144,1051,1175,"In the cases where it deviated significantly from zero, we observed that there was a corresponding error in the populations.","In the cases where it deviated significantly from zero, we observed that there was a corresponding error in the populations.",,,,
2212.11770,Abstract,-1,0,429,"In this paper, we present an evolved version of the Situational Graphs, which jointly models in a single optimizable factor graph, a SLAM graph, as a set of robot keyframes, containing its associated measurements and robot poses, and a 3D scene graph, as a high-level representation of the environment that encodes its different geometric elements with semantic attributes and the relational information between those elements.","In this paper, we present an evolved version of the Situational Graphs, which jointly models in a single optimizable factor graph, a SLAM graph, as a set of robot keyframes, containing its associated measurements and robot poses, and a 3D scene graph, as a high-level representation of the environment that encodes its different geometric elements with semantic attributes and the relational information between those elements.",,,,
2212.11765,Conclusion,65,1065,1157,We observe also better performance of the models on small cap companies than on larger ones.,We observe also better performance of the models on small cap companies than on larger ones.,,,,
2212.11773,Conclusions,144,0,163,"One useful observation is that MASH approximately obeys detailed balance in condensed-phase problems, such as for spin–boson models in the classical-nuclear limit.","One useful observation is that MASH approximately obeys detailed balance in condensed-phase problems, such as for spin–boson models in the classical-nuclear limit.",,,,
2212.11831,Conclusions,95,117,251,"In this work, we present a simple and convenient method to compute hopping matrix elements between any pair of nearby small molecules.","In this work, we present a simple and convenient method to compute hopping matrix elements between any pair of nearby small molecules.",,,,
2212.11802,Abstract,-1,596,707,The onset of waves occurs at different Deborah numbers for flow in different directions through the same array.,The onset of waves occurs at different Deborah numbers for flow in different directions through the same array.,,,,
2212.11773,Conclusions,142,170,381,"By using forces from a single adiabatic state, MASH has no problem with simulating strongly anharmonic systems, which can cause the mean-field forces of spin-LSC and other mapping methods to behave unphysically.","By using forces from a single adiabatic state, MASH has no problem with simulating strongly anharmonic systems, which can cause the mean-field forces of spin-LSC and other mapping methods to behave unphysically.",,,,
2212.11773,Conclusions,142,382,469,"Additionally, MASH alleviates many of the philosophical and practical problems of FSSH.","Additionally, MASH alleviates many of the philosophical and practical problems of FSSH.",,,,
2212.11773,Conclusions,146,0,106,"The similar computational cost of FSSH and MASH is not surprising, as the algorithms are strongly related.","The similar computational cost of FSSH and MASH is not surprising, as the algorithms are strongly related.",,,,
2212.11774,Conclusion,113,403,615,"Finally, a recommendation was presented in which Legion {{cite:8359764e4242babe1a46a1acfc6abf093e93ad83}} was proposed as the most advantageous approach among all considered in this study for use in the industry.","Finally, a recommendation was presented in which Legion {{cite:8359764e4242babe1a46a1acfc6abf093e93ad83}} was proposed as the most advantageous approach among all considered in this study for use in the industry.",,,,
2212.11773,Abstract,-1,312,502,"However, unlike in FSSH, transitions between active surfaces are deterministic and occur when the electronic mapping variables evolve between specified regions of the electronic phase space.","However, unlike in FSSH, transitions between active surfaces are deterministic and occur when the electronic mapping variables evolve between specified regions of the electronic phase space.",,,,
2212.11826,Abstract,-1,0,118,Building a quantum analog of classical deep neural networks represents a fundamental challenge in quantum computing.,Building a quantum analog of classical deep neural networks represents a fundamental challenge in quantum computing.,,,,
2212.11765,Conclusion,65,891,1064,Results show that the derived cluster-based timeseries have a significant impact on the performance of the ESG prediction and thus are an important feature to be considered.,Results show that the derived cluster-based timeseries have a significant impact on the performance of the ESG prediction and thus are an important feature to be considered.,,,,
2212.11849,Abstract,-1,280,476,"In this work we analyze the stability properties of these methods and their sensitivity to the low precision rounding errors, and demonstrate their performance in terms of accuracy and efficiency.","In this work we analyze the stability properties of these methods and their sensitivity to the low precision rounding errors, and demonstrate their performance in terms of accuracy and efficiency.",,,,
2212.11802,Abstract,-1,137,304,"Furthermore, under some conditions, instead of the chaotic turbulence, large-scale regular waves form, as has been shown for DNA flowing in microfluidic pillar arrays.","Furthermore, under some conditions, instead of the chaotic turbulence, large-scale regular waves form, as has been shown for DNA flowing in microfluidic pillar arrays.",,,,
2212.11765,Abstract,-1,744,961,"Through the experimental evaluation we find out that our approach provides accurate results outperforming the state-of-the-art, and can be used in practice to support a manual determination or analysis of ESG ratings.","Through the experimental evaluation we find out that our approach provides accurate results outperforming the state-of-the-art, and can be used in practice to support a manual determination or analysis of ESG ratings.",,,,
2212.11849,Conclusions,127,355,455,"However, for large enough time-steps the corrections may in fact harm the performance of the method.","However, for large enough time-steps the corrections may in fact harm the performance of the method.",,,,
2212.11765,Conclusion,65,0,181,"Using news articles from over 30,000 different domains and about 200 countries, we have shown that representative ESG ratings can be predicted from information provided in the news.","Using news articles from over 30,000 different domains and about 200 countries, we have shown that representative ESG ratings can be predicted from information provided in the news.",,,,
2212.11826,Conclusion and Further Work,66,605,663,This will be explored more fully in future investigations.,This will be explored more fully in future investigations.,,,,
2212.11813,Conclusions,19,360,542,"The application uses a novel technology (the mesh shader pipeline) to render the displayed images, which is not yet fully explored in the currently available body of scientific work.","The application uses a novel technology (the mesh shader pipeline) to render the displayed images, which is not yet fully explored in the currently available body of scientific work.",,,,
2212.11773,Conclusions,146,1179,1393,"This would be particularly advantageous for one-dimensional scattering problems, where the only sampling involved is over the spin-sphere, which for example could be performed even more efficiently with quadrature.","This would be particularly advantageous for one-dimensional scattering problems, where the only sampling involved is over the spin-sphere, which for example could be performed even more efficiently with quadrature.",,,,
2212.11764,Abstract,-1,71,204,The normalization property helps us to prove a coherence theorem: the initial model of a given $\infty$-type theory is $0$-truncated.,The normalization property helps us to prove a coherence theorem: the initial model of a given $\infty$-type theory is $0$-truncated.,,,,
2212.11809,Abstract,-1,252,416,"As more single-step models develop, we see increasing accuracy in the prediction of molecular disconnections, potentially improving the creation of synthetic paths.","As more single-step models develop, we see increasing accuracy in the prediction of molecular disconnections, potentially improving the creation of synthetic paths.",,,,
2212.11813,Abstract,-1,686,884,Research done for FieldView development has found practical application in the form of magnetic field visualisation integrated in the data processing framework developed by ALICE experiment at CERN.,Research done for FieldView development has found practical application in the form of magnetic field visualisation integrated in the data processing framework developed by ALICE experiment at CERN.,,,,
2212.11770,Conclusion,64,0,186,"In this work we present S-Graphs+, a novel four-layered hierarchical factor graph composed of A keyframes layer constraining a sub-set of robot poses at specific distance-time intervals.","In this work we present S-Graphs+, a novel four-layered hierarchical factor graph composed of A keyframes layer constraining a sub-set of robot poses at specific distance-time intervals.",,,,
2212.11826,Conclusion and Further Work,64,285,502,"We evaluate our approach on the Gaussian XOR mixture classification problem, a straightforward benchmark of multilayer learning capacity that requires a minimum two-layer solution in order to approach Bayes optimally.","We evaluate our approach on the Gaussian XOR mixture classification problem, a straightforward benchmark of multilayer learning capacity that requires a minimum two-layer solution in order to approach Bayes optimally.",,,,
2212.11808,"Discussions, Conclusions and Future Directions",53,448,517,"However, it is hard to control the exact wording used in the message.","However, it is hard to control the exact wording used in the message.",,,,
2212.11849,Conclusions,126,382,644,This approach was used in {{cite:677770f3315ad587b447e6f44193603711985ad0}} to derive the perturbation order conditions and derive novel methods as well as verify that adding explicit corrections to known methods would enhance the perturbation order of accuracy.,This approach was used in {{cite:677770f3315ad587b447e6f44193603711985ad0}} to derive the perturbation order conditions and derive novel methods as well as verify that adding explicit corrections to known methods would enhance the perturbation order of accuracy.,,,,
2212.11774,Abstract,-1,1115,1248,"Unfortunately, such literature is scarce, therefore, bug localization techniques evaluated on open source software are also included.","Unfortunately, such literature is scarce, therefore, bug localization techniques evaluated on open source software are also included.",,,,
2212.11831,Abstract,-1,363,665,"We present a simple approach to determine $t$ from DFT results that relies on measuring hybridization, projecting hybridized pair orbitals onto constituent frontier orbitals of the interacting molecules, using spatially discretized wavefunctions (``cube files'') rather than analytical representations.","We present a simple approach to determine $t$ from DFT results that relies on measuring hybridization, projecting hybridized pair orbitals onto constituent frontier orbitals of the interacting molecules, using spatially discretized wavefunctions (``cube files'') rather than analytical representations.",,,,
2212.11809,Conclusion,30,0,201,"To summarize, we show that single-step models should be developed and tested for the multi-step domain, and not as an isolated task, to successfully identify synthesis routes for molecules of interest.","To summarize, we show that single-step models should be developed and tested for the multi-step domain, and not as an isolated task, to successfully identify synthesis routes for molecules of interest.",,,,
2212.11886,Conclusion,35,310,469,"Moreover, the approach performs well when initialised with random initial conditions, and does not suffer from the restrictions of past search techniques (e.g.","Moreover, the approach performs well when initialised with random initial conditions, and does not suffer from the restrictions of past search techniques (e.g.",,,,
2212.11765,Conclusion,66,356,587,"In the future, we also plan to incorporate other data sources related to companies such as data stored in Wikipedia or in financial reports (e.g., 10Q reports) which are being increasingly analyzed by automatic approaches nowadays.","In the future, we also plan to incorporate other data sources related to companies such as data stored in Wikipedia or in financial reports (e.g., 10Q reports) which are being increasingly analyzed by automatic approaches nowadays.",,,,
2212.11790,Conclusion,46,700,926,"For future work, it will be worthwhile to explore if NCL can help retrieval tasks in other domains such as image and text, and whether it can improve general representation learning for downstream tasks such as classification.","For future work, it will be worthwhile to explore if NCL can help retrieval tasks in other domains such as image and text, and whether it can improve general representation learning for downstream tasks such as classification.",,,,
2212.11772,Abstract,-1,88,302,"Due to different modalities sequences are usually non-alignment, how to integrate relevant information of each modality to learn fusion representations has been one of the central challenges in multimodal learning.","Due to different modalities sequences are usually non-alignment, how to integrate relevant information of each modality to learn fusion representations has been one of the central challenges in multimodal learning.",,,,
2212.11863,Conclusion,35,1028,1228,"In this scenario, the ion motion assumes cyclotron-like components, and the laser cooling efficiency was found to markedly deteriorate but can be recovered by employing additional cooling laser beams.","In this scenario, the ion motion assumes cyclotron-like components, and the laser cooling efficiency was found to markedly deteriorate but can be recovered by employing additional cooling laser beams.",,,,
2212.11772,Conclusion,50,609,832,"Additionally, qualitative analysis proves our model can revise sentiment intensity properly by taking audio modality information into account, and it can get more accurate predictions after adjusting fusion representations.","Additionally, qualitative analysis proves our model can revise sentiment intensity properly by taking audio modality information into account, and it can get more accurate predictions after adjusting fusion representations.",,,,
2212.11784,Conclusions,521,0,195,An example that escapes our compositional treatment via sum and tensor is the combination of probabilities and non-determinism as illustrated in {{cite:e4b1d86abf6be19437ccafe6b752518d6d1c105e}}.,An example that escapes our compositional treatment via sum and tensor is the combination of probabilities and non-determinism as illustrated in {{cite:e4b1d86abf6be19437ccafe6b752518d6d1c105e}}.,,,,
2212.11886,Conclusion,36,1050,1275,"This allows for a relatively robust reproduction of the dissipation PDF with a superposition of the PDFs of the individual UPOs, an approach inspired by periodic orbit theory {{cite:51c45b23635afbf01388b4c2a6a6f35ac7d088cd}}.","This allows for a relatively robust reproduction of the dissipation PDF with a superposition of the PDFs of the individual UPOs, an approach inspired by periodic orbit theory {{cite:51c45b23635afbf01388b4c2a6a6f35ac7d088cd}}.",,,,
2212.11773,Abstract,-1,503,629,This guarantees internal consistency between the active surface and the electronic degrees of freedom throughout the dynamics.,This guarantees internal consistency between the active surface and the electronic degrees of freedom throughout the dynamics.,,,,
2212.11790,Abstract,-1,770,1038,"Empirical study shows that NCL brings consistent and significant gains in text-video retrieval on different model architectures, with new state-of-the-art multimodal retrieval metrics on the ActivityNet, MSVD, and MSR-VTT datasets without any architecture engineering.","Empirical study shows that NCL brings consistent and significant gains in text-video retrieval on different model architectures, with new state-of-the-art multimodal retrieval metrics on the ActivityNet, MSVD, and MSR-VTT datasets without any architecture engineering.",,,,
2212.11772,Conclusion,50,0,90,"In this paper, we propose a Self-Adjusting Fusion Representation Learning Model (SA-FRLM).","In this paper, we propose a Self-Adjusting Fusion Representation Learning Model (SA-FRLM).",,,,
2212.11773,Conclusions,142,605,728,This means that MASH can be used to obtain accurate predictions in many cases without the need for decoherence corrections.,This means that MASH can be used to obtain accurate predictions in many cases without the need for decoherence corrections.,,,,
2212.11803,Abstract,-1,0,162,"With the advent of deep learning application on edge devices, researchers actively try to optimize their deployments on low-power and restricted memory devices.","With the advent of deep learning application on edge devices, researchers actively try to optimize their deployments on low-power and restricted memory devices.",,,,
2212.11831,Conclusions,96,335,484,"Instead, we compute such overlap integrals numerically using “cube files”, or spatially discretized representations of the pair and monomer orbitals.","Instead, we compute such overlap integrals numerically using “cube files”, or spatially discretized representations of the pair and monomer orbitals.",,,,
2212.11803,Abstract,-1,441,608,"To this end, we propose EuclidNet, a compression method, designed to be implemented on hardware which replaces multiplication, $xw$, with Euclidean distance $(x-w)^2$.","To this end, we propose EuclidNet, a compression method, designed to be implemented on hardware which replaces multiplication, $xw$, with Euclidean distance $(x-w)^2$.",,,,
2212.11773,Abstract,-1,178,311,"This mapping approach to surface hopping (MASH) propagates the nuclei on the active adiabatic potential-energy surface, like in FSSH.","This mapping approach to surface hopping (MASH) propagates the nuclei on the active adiabatic potential-energy surface, like in FSSH.",,,,
2212.11808,Abstract,-1,277,368,"In this scope, we proposed and evaluated several mutation-based text generation approaches.","In this scope, we proposed and evaluated several mutation-based text generation approaches.",,,,
2212.11863,Abstract,-1,1136,1347,The present study yields detailed insights into the ion cooling dynamics in combined magnetic and radiofrequency electric fields relevant for the characterisation and optimisation of hybrid trapping experiments.,The present study yields detailed insights into the ion cooling dynamics in combined magnetic and radiofrequency electric fields relevant for the characterisation and optimisation of hybrid trapping experiments.,,,,
2212.11808,Abstract,-1,472,650,We showed examples of mutation operators but this work can be extended in many aspects such as proposing new text-based mutation operators based on the nature of the application.,We showed examples of mutation operators but this work can be extended in many aspects such as proposing new text-based mutation operators based on the nature of the application.,,,,
2212.11886,Conclusion,36,1691,1915,"This is also the case for all orbits at {{formula:56a5ff2d-710d-4800-afe7-33c5e1d1638e}} , and guess generation is something that will need to be refined before the approach can be deployed in three dimensional computations.","This is also the case for all orbits at {{formula:56a5ff2d-710d-4800-afe7-33c5e1d1638e}} , and guess generation is something that will need to be refined before the approach can be deployed in three dimensional computations.",,,,
2212.11808,"Discussions, Conclusions and Future Directions",53,119,213,"Due to the progress of neural network (NN) techniques, NN-based approaches dominate the field.","Due to the progress of neural network (NN) techniques, NN-based approaches dominate the field.",,,,
2212.11863,Abstract,-1,926,1135,Offsetting the centres of the two traps generates a linear magnetic-field gradient so that multiple lasers are required to address the resulting range of Zeeman splittings in order to ensure efficient cooling.,Offsetting the centres of the two traps generates a linear magnetic-field gradient so that multiple lasers are required to address the resulting range of Zeeman splittings in order to ensure efficient cooling.,,,,
2212.11849,Abstract,-1,624,712,"The convergence, accuracy, runtime, and energy consumption of these methods is explored.","The convergence, accuracy, runtime, and energy consumption of these methods is explored.",,,,
2212.11773,Conclusions,144,1176,1378,"While giving an indication of when the obtained dynamics can be trusted, the MRE may also prove useful for indicating when jumps or approximate decoherence corrections should be applied in a simulation.","While giving an indication of when the obtained dynamics can be trusted, the MRE may also prove useful for indicating when jumps or approximate decoherence corrections should be applied in a simulation.",,,,
2212.11850,Abstract,-1,206,291,"However, they can also allow the exchange of confidential information by journalists.","However, they can also allow the exchange of confidential information by journalists.",,,,
2212.11886,Conclusion,35,503,656,"Crucially, the method performs well at high {{formula:89f6c2d7-3709-4bdf-b6e3-52070bab681f}} where previous attempts to find UPOs have been ineffective.","Crucially, the method performs well at high {{formula:89f6c2d7-3709-4bdf-b6e3-52070bab681f}} where previous attempts to find UPOs have been ineffective.",,,,
2212.11831,Conclusions,97,616,794,"Then, we demonstrate how the method can be used to explore how hopping matrix elements vary with the chemical identity and relative placement of two molecules in close proximity.","Then, we demonstrate how the method can be used to explore how hopping matrix elements vary with the chemical identity and relative placement of two molecules in close proximity.",,,,
2212.11886,Abstract,-1,878,1128,The new method for finding solutions is based on automatic differentiation in which high-quality guesses are constructed by minimising a trajectory-dependent loss function with gradient descent and then these are fully converged using a Newton solve.,The new method for finding solutions is based on automatic differentiation in which high-quality guesses are constructed by minimising a trajectory-dependent loss function with gradient descent and then these are fully converged using a Newton solve.,,,,
2212.11770,Abstract,-1,723,928,"The above graph is optimized in real-time to obtain a robust and accurate estimate of the robot's pose and its map, simultaneously constructing and leveraging the high-level information of the environment.","The above graph is optimized in real-time to obtain a robust and accurate estimate of the robot's pose and its map, simultaneously constructing and leveraging the high-level information of the environment.",,,,
2212.11808,"Discussions, Conclusions and Future Directions",54,588,665,Researchers may also design their own mutation operators under our framework.,Researchers may also design their own mutation operators under our framework.,,,,
2212.11774,Abstract,-1,1032,1114,"To the best of my knowledge, there are no other works that prioritise this aspect.","To the best of my knowledge, there are no other works that prioritise this aspect.",,,,
2212.11813,Conclusions,20,263,370,FieldView can be used by students and lecturers as a visual aid during study of the topic of vector fields.,FieldView can be used by students and lecturers as a visual aid during study of the topic of vector fields.,,,,
2212.11809,Conclusion,29,221,373,"In the future, more diverse chemical datasets need to be further explored to examine the applicability of these approaches beyond the USPTO-50k dataset.","In the future, more diverse chemical datasets need to be further explored to examine the applicability of these approaches beyond the USPTO-50k dataset.",,,,
2212.11773,Conclusions,143,326,860,"For example, the MASH jump procedure was able to systematically improve the wavepacket dynamics of Tully's model II towards the exact result, while commonly used FSSH decoherence corrections are seen to have no effect.{{cite:77f516d0734ef7e6bc1fca15beccb2c9f92f4d40}} Additionally, unlike FSSH decoherence corrections, jumps do not formally degrade the quality of the results, even if they are applied at suboptimal times or more frequently than necessary (although they do require more trajectories to achieve numerical convergence).","For example, the MASH jump procedure was able to systematically improve the wavepacket dynamics of Tully's model II towards the exact result, while commonly used FSSH decoherence corrections are seen to have no effect.{{cite:77f516d0734ef7e6bc1fca15beccb2c9f92f4d40}} Additionally, unlike FSSH decoherence corrections, jumps do not formally degrade the quality of the results, even if they are applied at suboptimal times or more frequently than necessary (although they do require more trajectories to achieve numerical convergence).",,,,
2212.11773,Abstract,-1,962,1101,This jump procedure also provides a rigorous framework for deriving approximate decoherence corrections similar to those proposed for FSSH.,This jump procedure also provides a rigorous framework for deriving approximate decoherence corrections similar to those proposed for FSSH.,,,,
2212.11803,Abstract,-1,293,440,"Apart from conventional compression algorithms, one may redesign the operations of deep learning models that lead to more efficient implementation.","Apart from conventional compression algorithms, one may redesign the operations of deep learning models that lead to more efficient implementation.",,,,
2212.11774,Abstract,-1,321,398,All this leads to a rise in the number of software faults also known as bugs.,All this leads to a rise in the number of software faults also known as bugs.,,,,
2212.11784,Conclusions,519,156,341,"The key results are Theorems and REF , asserting that the sum and tensor of two quantitative theories corresponds to the categorical sum and tensor, respectively, of their free monads.","The key results are Theorems and REF , asserting that the sum and tensor of two quantitative theories corresponds to the categorical sum and tensor, respectively, of their free monads.",,,,
2212.11831,Abstract,-1,0,132,The hopping matrix element $t$ quantifies the quantum-mechanical coupling between frontier orbitals on a pair of nearby molecules.,The hopping matrix element $t$ quantifies the quantum-mechanical coupling between frontier orbitals on a pair of nearby molecules.,,,,
2212.11886,Conclusion,36,866,1049,The library of UPOs assembled at {{formula:f315c96f-ba55-4b67-8c47-b348c2f1c0a9}} covers nearly the full range of production and dissipation events seen by the fully turbulent state.,The library of UPOs assembled at {{formula:f315c96f-ba55-4b67-8c47-b348c2f1c0a9}} covers nearly the full range of production and dissipation events seen by the fully turbulent state.,,,,
2212.11803,Conclusion,62,473,708,"EuclidNets can be initialized with pre-trained weights of the standard convolutional neural networks and hence, the training procedure of EuclidNets using homotopy is considered as a fine tuning of convolutional networks for inference.","EuclidNets can be initialized with pre-trained weights of the standard convolutional neural networks and hence, the training procedure of EuclidNets using homotopy is considered as a fine tuning of convolutional networks for inference.",,,,
2212.11770,Abstract,-1,929,1082,"To extract such high-level information, we present novel room and floor segmentation algorithms utilizing the mapped wall planes and free-space clusters.","To extract such high-level information, we present novel room and floor segmentation algorithms utilizing the mapped wall planes and free-space clusters.",,,,
2212.11808,"Discussions, Conclusions and Future Directions",55,702,969,"However, we believe that this issue should be better addressed on the feature level since any changes at the text level will lead to changes in the tokenization stage that will eventually lead to a different embedding vector being fed into the classification network.","However, we believe that this issue should be better addressed on the feature level since any changes at the text level will lead to changes in the tokenization stage that will eventually lead to a different embedding vector being fed into the classification network.",,,,
2212.11850,Conclusion,107,387,543,"However, our covert channel still requires sending one signaling packet, but this can be any type of packet, such as a legitimate and plausible ARP request.","However, our covert channel still requires sending one signaling packet, but this can be any type of packet, such as a legitimate and plausible ARP request.",,,,
2212.11773,Conclusions,143,1272,1423,"However, as for FSSH decoherence corrections, the MASH version can also degrade the quality of results if it is applied at the wrong time or too often.","However, as for FSSH decoherence corrections, the MASH version can also degrade the quality of results if it is applied at the wrong time or too often.",,,,
2212.11850,Conclusion,107,868,1035,We also analyzed the detectability of DYST and have shown that traditional heuristics used in network covert channel research are unable to provide satisfying results.,We also analyzed the detectability of DYST and have shown that traditional heuristics used in network covert channel research are unable to provide satisfying results.,,,,
2212.11813,Abstract,-1,170,310,Fields found in nature often exhibit complex structures which can be difficult to analyze in full detail without a graphical representation.,Fields found in nature often exhibit complex structures which can be difficult to analyze in full detail without a graphical representation.,,,,
2212.11765,Conclusion,66,265,355,"For instance, the amount of green house emission or similar information could be included.","For instance, the amount of green house emission or similar information could be included.",,,,
2212.11765,Abstract,-1,0,128,"Environmental, social and governance (ESG) engagement of companies moved into the focus of public attention over recent years.","Environmental, social and governance (ESG) engagement of companies moved into the focus of public attention over recent years.",,,,
2212.11863,Conclusion,35,627,1027,"If slight displacements between the centres of the ion trap and of the quadrupolar magnetic field are introduced, as can be expected to be the case in real experimental implementations, the ion motion starts to increasingly sample linear {{formula:a4fad8e8-0aa8-46a5-8d56-412e9681871f}} -field gradients rather than a quadrupolar {{formula:413ca64e-2b7e-483a-b374-0b93593c74bc}} -field configuration.","If slight displacements between the centres of the ion trap and of the quadrupolar magnetic field are introduced, as can be expected to be the case in real experimental implementations, the ion motion starts to increasingly sample linear {{formula:a4fad8e8-0aa8-46a5-8d56-412e9681871f}} -field gradients rather than a quadrupolar {{formula:413ca64e-2b7e-483a-b374-0b93593c74bc}} -field configuration.",,,,
2212.11831,Conclusions,94,0,297,"Computing hopping matrix elements for moieties in close proximity is an important part of building tractable models for electronic interactions between such moieties, with applications in modeling carrier transport as well as exciton energetics and polarization in organic semiconductor materials.","Computing hopping matrix elements for moieties in close proximity is an important part of building tractable models for electronic interactions between such moieties, with applications in modeling carrier transport as well as exciton energetics and polarization in organic semiconductor materials.",,,,
2212.11770,Abstract,-1,1475,1534,"Moreover, we make the algorithm available as a docker file.","Moreover, we make the algorithm available as a docker file.",,,,
