paper_id,section,para_idx,sent_start,sent_end,claim_text,receipt_sentence
2212.11808,Abstract,-1,277,368,"In this scope, we proposed and evaluated several mutation-based text generation approaches.","In this scope, we proposed and evaluated several mutation-based text generation approaches."
2212.11808,Abstract,-1,369,471,"Unlike machine-based generated text, mutation-based generated text needs human text samples as inputs.","Unlike machine-based generated text, mutation-based generated text needs human text samples as inputs."
2212.11808,Abstract,-1,472,650,We showed examples of mutation operators but this work can be extended in many aspects such as proposing new text-based mutation operators based on the nature of the application.,We showed examples of mutation operators but this work can be extended in many aspects such as proposing new text-based mutation operators based on the nature of the application.
2212.11808,"Discussions, Conclusions and Future Directions",53,0,118,"Automatic text generation techniques are adopted into various domains, from question-answering to AI-driven education.","Automatic text generation techniques are adopted into various domains, from question-answering to AI-driven education."
2212.11808,"Discussions, Conclusions and Future Directions",53,119,213,"Due to the progress of neural network (NN) techniques, NN-based approaches dominate the field.","Due to the progress of neural network (NN) techniques, NN-based approaches dominate the field."
2212.11808,"Discussions, Conclusions and Future Directions",53,214,353,"Though advanced techniques may be applied to control text generation direction, the text is still generated in a widely open-ended fashion.","Though advanced techniques may be applied to control text generation direction, the text is still generated in a widely open-ended fashion."
2212.11808,"Discussions, Conclusions and Future Directions",53,354,447,"For instance, a NN-based approach can generate a greeting message to greet a specific person.","For instance, a NN-based approach can generate a greeting message to greet a specific person."
2212.11808,"Discussions, Conclusions and Future Directions",53,448,517,"However, it is hard to control the exact wording used in the message.","However, it is hard to control the exact wording used in the message."
2212.11808,"Discussions, Conclusions and Future Directions",53,518,595,Such open-ended text generation might work fine for content generation tasks.,Such open-ended text generation might work fine for content generation tasks.
2212.11808,"Discussions, Conclusions and Future Directions",53,596,758,"However, due to lack of precise control, using open-ended text generation methods to systematically evaluate flaws in language analysis models may be non-trivial.","However, due to lack of precise control, using open-ended text generation methods to systematically evaluate flaws in language analysis models may be non-trivial."
2212.11808,"Discussions, Conclusions and Future Directions",54,0,278,"Unlike the existing language models, our proposed mutation-based text-generation framework provides a tightly controlled environment for text generation that extends text-generation techniques to the field of cyber security (i.e., flaws evaluation for language analysis models).","Unlike the existing language models, our proposed mutation-based text-generation framework provides a tightly controlled environment for text generation that extends text-generation techniques to the field of cyber security (i.e., flaws evaluation for language analysis models)."
2212.11808,"Discussions, Conclusions and Future Directions",54,279,587,"The output of our framework can be used to systematically evaluate any machine learning models or software systems that use a sequence of text as input, such as SQL injection detection {{cite:1f16a3cb07a642685e1d3975665b46f742068d50}} and software debugging {{cite:ab4ad9020428e58da610d3363c9885a66e18dad0}}.","The output of our framework can be used to systematically evaluate any machine learning models or software systems that use a sequence of text as input, such as SQL injection detection {{cite:1f16a3cb07a642685e1d3975665b46f742068d50}} and software debugging {{cite:ab4ad9020428e58da610d3363c9885a66e18dad0}}."
2212.11808,"Discussions, Conclusions and Future Directions",54,588,665,Researchers may also design their own mutation operators under our framework.,Researchers may also design their own mutation operators under our framework.
2212.11808,"Discussions, Conclusions and Future Directions",55,0,162,We demonstrated the proposed text-generation framework using the RoBERTa-based detector that is pre-trained for separating human-written text from synthetic ones.,We demonstrated the proposed text-generation framework using the RoBERTa-based detector that is pre-trained for separating human-written text from synthetic ones.
2212.11808,"Discussions, Conclusions and Future Directions",55,163,241,Our experiments showed that the RoBERTa-based detector has a significant flaw.,Our experiments showed that the RoBERTa-based detector has a significant flaw.
2212.11808,"Discussions, Conclusions and Future Directions",55,242,490,"As a detection method, it is extremely vulnerable to simple adversarial attacks, such as replacing the English letter ""a"" with the Greek letter ""{{formula:8b11f3b1-aaea-4df0-8b8c-6516cc758118}} "" or removing the articles—a, an, the—from a sentence.","As a detection method, it is extremely vulnerable to simple adversarial attacks, such as replacing the English letter ""a"" with the Greek letter ""{{formula:8b11f3b1-aaea-4df0-8b8c-6516cc758118}} "" or removing the articles—a, an, the—from a sentence."
2212.11808,"Discussions, Conclusions and Future Directions",55,491,701,"We also demonstrated that simply including the adversarial samples (i.e., the mutation texts) in the fine-tuning stage of the classifier would significantly improve the model robustness on such types of attack.","We also demonstrated that simply including the adversarial samples (i.e., the mutation texts) in the fine-tuning stage of the classifier would significantly improve the model robustness on such types of attack."
2212.11808,"Discussions, Conclusions and Future Directions",55,702,969,"However, we believe that this issue should be better addressed on the feature level since any changes at the text level will lead to changes in the tokenization stage that will eventually lead to a different embedding vector being fed into the classification network.","However, we believe that this issue should be better addressed on the feature level since any changes at the text level will lead to changes in the tokenization stage that will eventually lead to a different embedding vector being fed into the classification network."
2212.11808,"Discussions, Conclusions and Future Directions",55,970,1098,"Thus, one future direction of this work is reducing the distance between the original and mutation samples in the feature space.","Thus, one future direction of this work is reducing the distance between the original and mutation samples in the feature space."
2212.11808,"Discussions, Conclusions and Future Directions",55,1099,1431,"Some potentially useful methods might include using contrastive learning and siamese network {{cite:fd495ae8be60d1b9bde1b172634b54ee2c481792}}, {{cite:1fdd30921a5e2bf954c9a9ae01c99806b7d54b24}} as well as dynamic feature alignment {{cite:186b29acf5b4e9381888b7a505c4da6c230a4bd9}}, {{cite:5c921964c423b952f4c9c57d63edc05d6be723ff}}.","Some potentially useful methods might include using contrastive learning and siamese network {{cite:fd495ae8be60d1b9bde1b172634b54ee2c481792}}, {{cite:1fdd30921a5e2bf954c9a9ae01c99806b7d54b24}} as well as dynamic feature alignment {{cite:186b29acf5b4e9381888b7a505c4da6c230a4bd9}}, {{cite:5c921964c423b952f4c9c57d63edc05d6be723ff}}."
2212.11808,"Discussions, Conclusions and Future Directions",56,0,168,"Besides improving the robustness of the RoBERTa-based detector, we plan to continue to work on the development of the proposed mutation-based text generation framework.","Besides improving the robustness of the RoBERTa-based detector, we plan to continue to work on the development of the proposed mutation-based text generation framework."
2212.11808,"Discussions, Conclusions and Future Directions",56,169,236,"Currently, the framework only works in a two-step testing scenario.","Currently, the framework only works in a two-step testing scenario."
2212.11808,"Discussions, Conclusions and Future Directions",56,237,370,Users need to use the framework to generate the testing cases and feed the testing cases into the downstream model in separate steps.,Users need to use the framework to generate the testing cases and feed the testing cases into the downstream model in separate steps.
2212.11808,"Discussions, Conclusions and Future Directions",56,371,463,We plan to release a library that can be directly imported into any downstream applications.,We plan to release a library that can be directly imported into any downstream applications.
2212.11808,"Discussions, Conclusions and Future Directions",56,464,542,Tools for easily creating and editing mutation operators will also be created.,Tools for easily creating and editing mutation operators will also be created.
2212.11808,"Discussions, Conclusions and Future Directions",56,543,605,"In addition, a graphical user interface may also be developed.","In addition, a graphical user interface may also be developed."
2212.11808,"Discussions, Conclusions and Future Directions",57,0,126,"In conclusion, we propose a general-purpose, mutation-based text generation framework that produces close-ended, precise text.","In conclusion, we propose a general-purpose, mutation-based text generation framework that produces close-ended, precise text."
2212.11808,"Discussions, Conclusions and Future Directions",57,127,306,"The output of our framework can be used in various downstream applications that take text sequences as input, providing a systematic way to evaluate the robustness of such models.","The output of our framework can be used in various downstream applications that take text sequences as input, providing a systematic way to evaluate the robustness of such models."
2212.11808,"Discussions, Conclusions and Future Directions",57,307,492,We believe the proposed framework offers a new direction to systematically evaluate language models that will be very useful to those who are seeking insightful analysis of such models.,We believe the proposed framework offers a new direction to systematically evaluate language models that will be very useful to those who are seeking insightful analysis of such models.
2212.11791,Abstract,-1,0,88,Recurrent neural networks (RNN) are the backbone of many text and speech applications.,Recurrent neural networks (RNN) are the backbone of many text and speech applications.
2212.11791,Abstract,-1,89,274,"These architectures are typically made up of several computationally complex components such as; non-linear activation functions, normalization, bi-directional dependence and attention.","These architectures are typically made up of several computationally complex components such as; non-linear activation functions, normalization, bi-directional dependence and attention."
2212.11791,Abstract,-1,275,466,"In order to maintain good accuracy, these components are frequently run using full-precision floating-point computation, making them slow, inefficient and difficult to deploy on edge devices.","In order to maintain good accuracy, these components are frequently run using full-precision floating-point computation, making them slow, inefficient and difficult to deploy on edge devices."
2212.11791,Abstract,-1,467,629,"In addition, the complex nature of these operations makes them challenging to quantize using standard quantization methods without a significant performance drop.","In addition, the complex nature of these operations makes them challenging to quantize using standard quantization methods without a significant performance drop."
2212.11791,Abstract,-1,630,755,We present a quantization-aware training method for obtaining a highly accurate integer-only recurrent neural network (iRNN).,We present a quantization-aware training method for obtaining a highly accurate integer-only recurrent neural network (iRNN).
2212.11791,Abstract,-1,756,935,"Our approach supports layer normalization, attention, and an adaptive piecewise linear (PWL) approximation of activation functions, to serve a wide range of state-of-the-art RNNs.","Our approach supports layer normalization, attention, and an adaptive piecewise linear (PWL) approximation of activation functions, to serve a wide range of state-of-the-art RNNs."
2212.11791,Abstract,-1,936,1159,"The proposed method enables RNN-based language models to run on edge devices with $2\times$ improvement in runtime, and $4\times$ reduction in model size while maintaining similar accuracy as its full-precision counterpart.","The proposed method enables RNN-based language models to run on edge devices with $2\times$ improvement in runtime, and $4\times$ reduction in model size while maintaining similar accuracy as its full-precision counterpart."
2212.11770,Abstract,-1,0,429,"In this paper, we present an evolved version of the Situational Graphs, which jointly models in a single optimizable factor graph, a SLAM graph, as a set of robot keyframes, containing its associated measurements and robot poses, and a 3D scene graph, as a high-level representation of the environment that encodes its different geometric elements with semantic attributes and the relational information between those elements.","In this paper, we present an evolved version of the Situational Graphs, which jointly models in a single optimizable factor graph, a SLAM graph, as a set of robot keyframes, containing its associated measurements and robot poses, and a 3D scene graph, as a high-level representation of the environment that encodes its different geometric elements with semantic attributes and the relational information between those elements."
2212.11770,Abstract,-1,430,722,"Our proposed S-Graphs+ is a novel four-layered factor graph that includes: (1) a keyframes layer with robot pose estimates, (2) a walls layer representing wall surfaces, (3) a rooms layer encompassing sets of wall planes, and (4) a floors layer gathering the rooms within a given floor level.","Our proposed S-Graphs+ is a novel four-layered factor graph that includes: (1) a keyframes layer with robot pose estimates, (2) a walls layer representing wall surfaces, (3) a rooms layer encompassing sets of wall planes, and (4) a floors layer gathering the rooms within a given floor level."
2212.11770,Abstract,-1,723,928,"The above graph is optimized in real-time to obtain a robust and accurate estimate of the robot's pose and its map, simultaneously constructing and leveraging the high-level information of the environment.","The above graph is optimized in real-time to obtain a robust and accurate estimate of the robot's pose and its map, simultaneously constructing and leveraging the high-level information of the environment."
2212.11770,Abstract,-1,929,1082,"To extract such high-level information, we present novel room and floor segmentation algorithms utilizing the mapped wall planes and free-space clusters.","To extract such high-level information, we present novel room and floor segmentation algorithms utilizing the mapped wall planes and free-space clusters."
2212.11770,Abstract,-1,1083,1322,"We tested S-Graphs+ on multiple datasets including, simulations of distinct indoor environments, on real datasets captured over several construction sites and office environments, and on a real public dataset of indoor office environments.","We tested S-Graphs+ on multiple datasets including, simulations of distinct indoor environments, on real datasets captured over several construction sites and office environments, and on a real public dataset of indoor office environments."
2212.11770,Abstract,-1,1323,1474,S-Graphs+ outperforms relevant baselines in the majority of the datasets while extending the robot situational awareness by a four-layered scene model.,S-Graphs+ outperforms relevant baselines in the majority of the datasets while extending the robot situational awareness by a four-layered scene model.
2212.11770,Abstract,-1,1475,1534,"Moreover, we make the algorithm available as a docker file.","Moreover, we make the algorithm available as a docker file."
2212.11770,Conclusion,64,0,186,"In this work we present S-Graphs+, a novel four-layered hierarchical factor graph composed of A keyframes layer constraining a sub-set of robot poses at specific distance-time intervals.","In this work we present S-Graphs+, a novel four-layered hierarchical factor graph composed of A keyframes layer constraining a sub-set of robot poses at specific distance-time intervals."
2212.11770,Conclusion,64,187,272,A walls layer constraining the wall plane parameters and linking it to the keyframes.,A walls layer constraining the wall plane parameters and linking it to the keyframes.
2212.11770,Conclusion,64,273,453,"A rooms layer modeling detected rooms to their corresponding wall planes and a floors layer, denoting the current floor level in the graph and constraining the rooms at that level.","A rooms layer modeling detected rooms to their corresponding wall planes and a floors layer, denoting the current floor level in the graph and constraining the rooms at that level."
2212.11770,Conclusion,64,454,697,To extract this high-level information we also propose a novel room segmentation algorithm using free-space clusters and wall planes and a floor segmentation algorithm extracting the floor centers using all the currently extracted wall planes.,To extract this high-level information we also propose a novel room segmentation algorithm using free-space clusters and wall planes and a floor segmentation algorithm extracting the floor centers using all the currently extracted wall planes.
2212.11770,Conclusion,64,698,861,We demonstrate state-of-the-art results against several baselines on simulated and real experiments covering different office and construction indoor environments.,We demonstrate state-of-the-art results against several baselines on simulated and real experiments covering different office and construction indoor environments.
2212.11770,Conclusion,64,862,1119,"In future work, we plan to exploit the hierarchical structure of the graph for efficient and faster optimization as well as enhance the reasoning over the graph for improving the detection of different relationship constraints between its semantic elements.","In future work, we plan to exploit the hierarchical structure of the graph for efficient and faster optimization as well as enhance the reasoning over the graph for improving the detection of different relationship constraints between its semantic elements."
2212.11809,Abstract,-1,0,174,Retrosynthesis is the task of breaking down a chemical compound recursively step-by-step into molecular precursors until a set of commercially available molecules is found.,Retrosynthesis is the task of breaking down a chemical compound recursively step-by-step into molecular precursors until a set of commercially available molecules is found.
2212.11809,Abstract,-1,175,251,"Consequently, the goal is to provide a valid synthesis route for a molecule.","Consequently, the goal is to provide a valid synthesis route for a molecule."
2212.11809,Abstract,-1,252,416,"As more single-step models develop, we see increasing accuracy in the prediction of molecular disconnections, potentially improving the creation of synthetic paths.","As more single-step models develop, we see increasing accuracy in the prediction of molecular disconnections, potentially improving the creation of synthetic paths."
2212.11809,Abstract,-1,417,525,Multi-step approaches repeatedly apply the chemical information stored in single-step retrosynthesis models.,Multi-step approaches repeatedly apply the chemical information stored in single-step retrosynthesis models.
2212.11809,Abstract,-1,526,673,"However, this connection is not reflected in contemporary research, fixing either the single-step model or the multi-step algorithm in the process.","However, this connection is not reflected in contemporary research, fixing either the single-step model or the multi-step algorithm in the process."
2212.11809,Abstract,-1,674,925,"In this work, we establish a bridge between both tasks by benchmarking the performance and transfer of different single-step retrosynthesis models to the multi-step domain by leveraging two common search algorithms, Monte Carlo Tree Search and Retro*.","In this work, we establish a bridge between both tasks by benchmarking the performance and transfer of different single-step retrosynthesis models to the multi-step domain by leveraging two common search algorithms, Monte Carlo Tree Search and Retro*."
2212.11809,Abstract,-1,926,1185,"We show that models designed for single-step retrosynthesis, when extended to multi-step, can have a tremendous impact on the route finding capabilities of current multi-step methods, improving performance by up to +30% compared to the most widely used model.","We show that models designed for single-step retrosynthesis, when extended to multi-step, can have a tremendous impact on the route finding capabilities of current multi-step methods, improving performance by up to +30% compared to the most widely used model."
2212.11809,Abstract,-1,1186,1461,"Furthermore, we observe no clear link between contemporary single-step and multi-step evaluation metrics, showing that single-step models need to be developed and tested for the multi-step domain and not as an isolated task to find synthesis routes for molecules of interest.","Furthermore, we observe no clear link between contemporary single-step and multi-step evaluation metrics, showing that single-step models need to be developed and tested for the multi-step domain and not as an isolated task to find synthesis routes for molecules of interest."
2212.11809,Conclusion,28,0,106,"In this work, we bridge the gap between single-step retrosynthesis and multi-step retrosynthesis planning.","In this work, we bridge the gap between single-step retrosynthesis and multi-step retrosynthesis planning."
2212.11809,Conclusion,28,107,349,"By extending current state-of-the-art single-step models to the multi-step domain, we find no clear relationship between the single-step and multi-step benchmarking metrics, in particular single-step top-k accuracy and multi-step solvability.","By extending current state-of-the-art single-step models to the multi-step domain, we find no clear relationship between the single-step and multi-step benchmarking metrics, in particular single-step top-k accuracy and multi-step solvability."
2212.11809,Conclusion,28,350,549,"Additionally, we show the importance of developing single-step models for the multi-step domain, as single-step models can have an impressive impact on multi-step retrosynthesis planning performance.","Additionally, we show the importance of developing single-step models for the multi-step domain, as single-step models can have an impressive impact on multi-step retrosynthesis planning performance."
2212.11809,Conclusion,28,550,721,"LocalRetro, the best performing single-step model, increases solvability by +30.0% to 80.6% and triples the number of solved routes compared to the most widely used model.","LocalRetro, the best performing single-step model, increases solvability by +30.0% to 80.6% and triples the number of solved routes compared to the most widely used model."
2212.11809,Conclusion,28,722,840,"Interestingly, LocalRetro outperforms other single-step models, even those with similar single-step accuracy profiles.","Interestingly, LocalRetro outperforms other single-step models, even those with similar single-step accuracy profiles."
2212.11809,Conclusion,28,841,1000,"Additionally, we analyze other potential factors involved in the translation between the two domains, most notably the inference time of the single-step model.","Additionally, we analyze other potential factors involved in the translation between the two domains, most notably the inference time of the single-step model."
2212.11809,Conclusion,28,1001,1130,"Overall, we show there is no easy transfer of single-step retrosynthesis models to the multi-step retrosynthesis planning domain.","Overall, we show there is no easy transfer of single-step retrosynthesis models to the multi-step retrosynthesis planning domain."
2212.11809,Conclusion,29,0,220,"With this work, we provide an overview of how current state-of-the-art single-step models fare within contemporary search algorithms, however, we only evaluate a selected scope of single-step and multi-step combinations.","With this work, we provide an overview of how current state-of-the-art single-step models fare within contemporary search algorithms, however, we only evaluate a selected scope of single-step and multi-step combinations."
2212.11809,Conclusion,29,221,373,"In the future, more diverse chemical datasets need to be further explored to examine the applicability of these approaches beyond the USPTO-50k dataset.","In the future, more diverse chemical datasets need to be further explored to examine the applicability of these approaches beyond the USPTO-50k dataset."
2212.11809,Conclusion,30,0,201,"To summarize, we show that single-step models should be developed and tested for the multi-step domain, and not as an isolated task, to successfully identify synthesis routes for molecules of interest.","To summarize, we show that single-step models should be developed and tested for the multi-step domain, and not as an isolated task, to successfully identify synthesis routes for molecules of interest."
2212.11863,Abstract,-1,0,183,Hybrid traps for the simultaneous confinement of neutrals and ions have recently emerged as versatile tools for studying interactions between these species at very low temperatures.,Hybrid traps for the simultaneous confinement of neutrals and ions have recently emerged as versatile tools for studying interactions between these species at very low temperatures.
2212.11863,Abstract,-1,184,361,Such traps rely on the combination of different types of external fields for the confinement of either species raising the question of interactions between the individual traps.,Such traps rely on the combination of different types of external fields for the confinement of either species raising the question of interactions between the individual traps.
2212.11863,Abstract,-1,362,635,"Here, the influence of a strongly inhomogeneous magnetic field used for trapping neutrals on the trapping and laser cooling of a single Ca$^+$ ion in a radiofrequency ion trap is studied theoretically using molecular-dynamics simulations based on multilevel rate equations.","Here, the influence of a strongly inhomogeneous magnetic field used for trapping neutrals on the trapping and laser cooling of a single Ca$^+$ ion in a radiofrequency ion trap is studied theoretically using molecular-dynamics simulations based on multilevel rate equations."
2212.11863,Abstract,-1,636,772,The inhomogeneous magnetic field couples the different components of the ion motion and introduces position-dependent Zeeman splittings.,The inhomogeneous magnetic field couples the different components of the ion motion and introduces position-dependent Zeeman splittings.
2212.11863,Abstract,-1,773,925,"Nonetheless, laser cooling is still found to work efficiently as the ion samples different magnetic field strengths and directions along its trajectory.","Nonetheless, laser cooling is still found to work efficiently as the ion samples different magnetic field strengths and directions along its trajectory."
2212.11863,Abstract,-1,926,1135,Offsetting the centres of the two traps generates a linear magnetic-field gradient so that multiple lasers are required to address the resulting range of Zeeman splittings in order to ensure efficient cooling.,Offsetting the centres of the two traps generates a linear magnetic-field gradient so that multiple lasers are required to address the resulting range of Zeeman splittings in order to ensure efficient cooling.
2212.11863,Abstract,-1,1136,1347,The present study yields detailed insights into the ion cooling dynamics in combined magnetic and radiofrequency electric fields relevant for the characterisation and optimisation of hybrid trapping experiments.,The present study yields detailed insights into the ion cooling dynamics in combined magnetic and radiofrequency electric fields relevant for the characterisation and optimisation of hybrid trapping experiments.
2212.11863,Conclusion,35,0,389,"Using an eight-level rate equation treatment for the state populations combined with a molecular-dynamics framework, we studied theoretically the population and motional dynamics of a single Ca{{formula:6d9c2e5d-ef48-4daf-b053-b7b087381d01}} ion in the combined quadrupolar magnetic and electric radiofrequency fields of a hybrid trap under the action of cooling and repumper laser beams.","Using an eight-level rate equation treatment for the state populations combined with a molecular-dynamics framework, we studied theoretically the population and motional dynamics of a single Ca{{formula:6d9c2e5d-ef48-4daf-b053-b7b087381d01}} ion in the combined quadrupolar magnetic and electric radiofrequency fields of a hybrid trap under the action of cooling and repumper laser beams."
2212.11863,Conclusion,35,390,626,Laser cooling of a single cold ion was found to work efficiently in the hybrid trap with laser parameters commonly used for the Doppler cooling of trapped ions in the absence of a {{formula:3998a51c-a599-4afb-b006-355e0de399e4}} -field.,Laser cooling of a single cold ion was found to work efficiently in the hybrid trap with laser parameters commonly used for the Doppler cooling of trapped ions in the absence of a {{formula:3998a51c-a599-4afb-b006-355e0de399e4}} -field.
2212.11863,Conclusion,35,627,1027,"If slight displacements between the centres of the ion trap and of the quadrupolar magnetic field are introduced, as can be expected to be the case in real experimental implementations, the ion motion starts to increasingly sample linear {{formula:a4fad8e8-0aa8-46a5-8d56-412e9681871f}} -field gradients rather than a quadrupolar {{formula:413ca64e-2b7e-483a-b374-0b93593c74bc}} -field configuration.","If slight displacements between the centres of the ion trap and of the quadrupolar magnetic field are introduced, as can be expected to be the case in real experimental implementations, the ion motion starts to increasingly sample linear {{formula:a4fad8e8-0aa8-46a5-8d56-412e9681871f}} -field gradients rather than a quadrupolar {{formula:413ca64e-2b7e-483a-b374-0b93593c74bc}} -field configuration."
2212.11863,Conclusion,35,1028,1228,"In this scenario, the ion motion assumes cyclotron-like components, and the laser cooling efficiency was found to markedly deteriorate but can be recovered by employing additional cooling laser beams.","In this scenario, the ion motion assumes cyclotron-like components, and the laser cooling efficiency was found to markedly deteriorate but can be recovered by employing additional cooling laser beams."
